REGN,C1_3,C2_3
1,Í1,12.54
1,Í2,108.95
1,Í3,66.39
1,Í4,98.28
1,Í7,160.78
1,Í9.1,0.00
1,Ò1,1294.00
1,Ò2,110.00
1,Í10.1,0.23
1,Í12,13.89
1,Í17,76.21
1,Í18,110.27
1,Í19,0.00
2,Í1,38.10
2,Í2,30.44
2,Í3,56.97
2,Í4,79.34
2,Í7,161.68
2,Í9.1,0.10
2,Í10.1,0.06
2,Í12,0.00
5,Í1,13.15
5,Í2,75.52
5,Í3,96.95
5,Í4,62.30
5,Í7,268.33
5,Í9.1,1.34
5,Í10.1,1.68
5,Í12,0.00
18,Í1,11.05
18,Í2,59.12
18,Í3,54.90
18,Í4,54.38
18,Í7,388.19
18,Í9.1,0.00
18,Í10.1,1.57
18,Í12,0.00
21,Í1,21.92
21,Í2,79.41
21,Í3,96.23
21,Í4,79.09
21,Í7,186.19
21,Í9.1,0.00
21,Í10.1,2.27
21,Í12,0.00
23,Í1,13.43
23,Í2,32.90
23,Í3,146.88
23,Í4,48.42
23,Í7,540.23
23,Í9.1,0.01
23,Í10.1,0.80
23,Í12,0.00
52,Í1,11.82
52,Í2,78.30
52,Í3,78.07
52,Í4,61.66
52,Í7,417.90
52,Í9.1,2.28
52,Í10.1,1.14
52,Í12,0.00
53,Í1,11.94
53,Í2,77.02
53,Í3,85.71
53,Í4,64.23
53,Í7,526.02
53,Í9.1,0.04
53,Í10.1,1.01
53,Í12,0.00
55,Í1,13.46
55,Í2,64.21
55,Í3,65.83
55,Í4,74.00
55,Í7,354.23
55,Í9.1,4.98
55,Í10.1,0.90
55,Í12,0.00
65,Í1,12.54
65,Í2,66.93
65,Í3,116.95
65,Í4,70.68
65,Í7,340.33
65,Í9.1,0.00
65,Í10.1,2.56
65,Í12,0.00
67,Í1,21.80
67,Í2,34.10
67,Í3,60.44
67,Í4,114.50
67,Í7,220.64
67,Í9.1,0.00
67,Í10.1,0.22
67,Í12,0.00
77,Í1,12.53
77,Í2,53.56
77,Í3,78.01
77,Í4,69.89
77,Í7,495.48
77,Í9.1,0.00
77,Í10.1,0.72
77,Í12,0.00
84,Í1,11.84
84,Í2,39.50
84,Í3,58.49
84,Í4,94.07
84,Í7,134.88
84,Í9.1,3.73
84,Í10.1,1.68
84,Í12,0.00
85,Í1,17.10
85,Í2,72.67
85,Í3,108.33
85,Í4,57.83
85,Í7,319.42
85,Í9.1,0.00
85,Í10.1,2.27
85,Í12,0.00
96,Í1,22.31
96,Í2,85.83
96,Í3,115.67
96,Í4,55.58
96,Í7,262.30
96,Í9.1,0.00
96,Í10.1,2.72
96,Í12,0.00
101,Í1,20.36
101,Í2,46.29
101,Í3,67.95
101,Í4,1.20
101,Í7,304.95
101,Í9.1,2.84
101,Í10.1,0.91
101,Í12,0.00
103,Í1,27.31
103,Í2,49.06
103,Í3,72.72
103,Í4,42.36
103,Í7,220.70
103,Í9.1,0.00
103,Í10.1,2.18
103,Í12,0.00
106,Í1,29.05
106,Í2,15.77
106,Í3,80.61
106,Í4,30.22
106,Í7,239.94
106,Í9.1,12.52
106,Í10.1,1.06
107,Í1,12.44
107,Í2,73.31
107,Í3,94.32
107,Í4,67.36
107,Í7,381.23
107,Í9.1,7.69
107,Í10.1,0.15
107,Í12,1.69
121,Í1,61.03
121,Í2,121.66
121,Í3,115.91
121,Í4,8.92
121,Í7,88.84
121,Í9.1,7.21
121,Í10.1,0.09
121,Í12,0.02
138,Í1,11.62
138,Í2,21.84
138,Í3,71.19
138,Í4,85.45
138,Í7,321.11
138,Í9.1,0.00
138,Í10.1,0.72
138,Í12,0.00
142,Í1,83.41
142,Í2,65.28
142,Í3,118.79
142,Í4,43.91
142,Í7,34.93
142,Í9.1,3.30
142,Í10.1,2.84
142,Í12,0.00
149,Í1,85.49
149,Í2,212.11
149,Í3,216.65
149,Í4,54.72
149,Í7,11.94
149,Í9.1,0.00
149,Í10.1,0.00
149,Í12,0.00
153,Í1,15.73
153,Í2,58.51
153,Í3,122.20
153,Í4,58.92
153,Í7,351.20
153,Í9.1,0.64
153,Í10.1,1.28
153,Í12,0.00
155,Í1,31.98
155,Í2,38.07
155,Í3,123.55
155,Í4,13.58
155,Í7,84.64
155,Í9.1,0.00
155,Í10.1,0.00
155,Í12,0.00
170,Í1,107.46
170,Í2,475.80
170,Í3,1358.81
170,Í4,20.78
170,Í7,49.48
170,Í9.1,22.33
170,Í10.1,0.00
170,Í12,0.00
184,Í1,61.13
184,Í2,175.65
184,Í3,849.80
184,Í4,10.56
184,Í7,75.32
184,Í9.1,0.00
184,Í10.1,0.00
184,Í12,0.02
197,Í1,11.40
197,Í2,41.48
197,Í3,73.83
197,Í4,93.33
197,Í7,509.34
197,Í9.1,0.06
197,Í10.1,1.00
197,Í12,0.01
208,Í1,34.82
208,Í2,80.31
208,Í3,100.00
208,Í4,30.69
208,Í7,101.47
208,Í9.1,0.00
208,Í10.1,0.65
208,Í12,0.00
210,Í1,11.09
210,Í2,38.22
210,Í3,72.24
210,Í4,103.09
210,Í7,567.75
210,Í9.1,0.00
210,Í10.1,0.70
210,Í12,0.00
212,Í1,11.29
212,Í2,50.36
212,Í3,108.47
212,Í4,40.08
212,Í7,513.29
212,Í9.1,0.37
212,Í10.1,0.66
212,Í12,0.00
226,Í1,12.51
226,Í2,178.81
226,Í3,213.87
226,Í4,60.95
226,Í7,443.05
226,Í9.1,0.00
226,Í10.1,1.19
226,Í12,0.00
232,Í1,11.71
232,Í2,33.86
232,Í3,60.71
232,Í4,102.47
232,Í7,446.01
232,Í9.1,0.00
232,Í10.1,1.36
232,Í12,0.00
236,Í1,53.92
236,Í2,74.55
236,Í3,98.10
236,Í4,16.71
236,Í7,67.28
236,Í9.1,2.47
236,Í10.1,2.58
236,Í12,0.00
249,Í1,12.17
249,Í2,74.71
249,Í3,121.67
249,Í4,74.54
249,Í7,268.47
249,Í9.1,4.27
249,Í10.1,1.56
249,Í12,4.27
254,Í1,13.12
254,Í2,29.58
254,Í3,84.22
254,Í4,44.25
254,Í7,276.22
254,Í9.1,0.00
254,Í10.1,1.84
254,Í12,0.00
256,Í1,21.31
256,Í2,35.13
256,Í3,112.66
256,Í4,81.04
256,Í7,365.06
256,Í9.1,0.00
256,Í10.1,0.43
256,Í12,0.00
272,Í1,33.41
272,Í2,59.14
272,Í3,149.87
272,Í4,2.56
272,Í7,154.24
272,Í9.1,0.00
272,Í10.1,1.05
272,Í12,0.00
286,Í1,28.46
286,Í2,104.62
286,Í3,60.58
286,Í4,3.23
286,Í7,291.91
286,Í9.1,0.00
286,Í10.1,0.00
286,Í12,0.00
312,Í1,13.42
312,Í2,91.75
312,Í3,111.62
312,Í4,41.94
312,Í7,322.73
312,Í9.1,15.94
312,Í10.1,0.75
312,Í12,6.54
316,Í1,15.03
316,Í2,141.05
316,Í3,212.78
316,Í4,49.08
316,Í7,31.05
