REGN,C1_3,C2_3,C3_3,C4_3
1,Í1.0,13.51,,
1,Í1.1,10.22,,
1,Í1.2,10.22,,
1,Í2,104.76,,
1,Í3,170.63,,
1,Í4,65.54,,
1,Í7,209.57,,
1,Í9.1,0.00,,
1,Í10.1,0.16,,
1,Í12,0.29,,
1,Í18,104.29,,
2,Í1.0,27.90,,
2,Í1.1,23.67,,
2,Í1.2,23.67,,
2,Í2,48.52,,
2,Í3,80.24,,
2,Í4,15.87,,
2,Í7,104.15,,
2,Í9.1,0.58,,
2,Í10.1,0.61,,
2,Í12,0.00,,
5,Í1.0,11.19,,
5,Í1.1,8.55,,
5,Í1.2,8.55,,
5,Í2,55.97,,
5,Í3,126.24,,
5,Í4,87.40,,
5,Í7,382.17,,
5,Í9.1,1.50,,
5,Í10.1,1.77,,
5,Í12,0.00,,
21,Í1.0,31.27,,
21,Í1.1,25.70,,
21,Í1.2,25.70,,
21,Í2,115.19,,
21,Í3,117.81,,
21,Í4,44.83,,
21,Í7,96.37,,
21,Í9.1,6.04,,
21,Í10.1,1.79,,
21,Í12,0.00,,
52,Í1.0,15.46,,
52,Í1.1,10.75,,
52,Í1.2,10.75,,
52,Í2,94.60,,
52,Í3,95.85,,
52,Í4,45.38,,
52,Í7,265.06,,
52,Í9.1,0.10,,
52,Í10.1,0.77,,
52,Í12,0.00,,
53,Í1.0,14.62,,
53,Í1.1,9.40,,
53,Í1.2,9.40,,
53,Í2,78.39,,
53,Í3,83.82,,
53,Í4,66.20,,
53,Í7,317.70,,
53,Í9.1,0.02,,
53,Í10.1,0.40,,
53,Í12,0.00,,
55,Í1.0,10.88,,
55,Í1.1,6.72,,
55,Í1.2,7.33,,
55,Í2,91.10,,
55,Í3,100.83,,
55,Í4,66.93,,
55,Í7,417.31,,
55,Í9.1,0.87,,
55,Í10.1,0.35,,
55,Í12,0.00,,
65,Í1.0,12.99,,
65,Í1.1,7.39,,
65,Í1.2,7.39,,
65,Í2,28.24,,
65,Í3,93.34,,
65,Í4,69.96,,
65,Í7,277.85,,
65,Í9.1,0.00,,
65,Í10.1,1.31,,
65,Í12,0.00,,
67,Í1.0,20.36,,
67,Í1.1,16.96,,
67,Í1.2,16.96,,
67,Í2,69.37,,
67,Í3,90.76,,
67,Í4,95.61,,
67,Í7,164.36,,
67,Í9.1,0.12,,
67,Í10.1,0.44,,
67,Í12,0.00,,
77,Í1.0,13.10,,
77,Í1.1,7.93,,
77,Í1.2,7.93,,
77,Í2,60.49,,
77,Í3,84.35,,
77,Í4,50.04,,
77,Í7,390.89,,
77,Í9.1,0.00,,
77,Í10.1,0.37,,
77,Í12,0.00,,
85,Í1.0,24.54,,
85,Í1.1,15.07,,
85,Í1.2,15.07,,
85,Í2,316.38,,
85,Í3,262.81,,
85,Í4,70.89,,
85,Í7,184.53,,
85,Í9.1,0.00,,
85,Í10.1,2.32,,
85,Í12,0.00,,
96,Í1.0,24.18,,
96,Í1.1,22.48,,
96,Í1.2,22.48,,
96,Í2,114.50,,
96,Í3,124.08,,
96,Í4,46.80,,
96,Í7,184.28,,
96,Í9.1,0.00,,
96,Í10.1,1.11,,
96,Í12,0.00,,
101,Í1.0,12.58,,
101,Í1.1,11.94,,
101,Í1.2,11.94,,
101,Í2,100.80,,
101,Í3,131.44,,
101,Í4,6.75,,
101,Í7,335.06,,
101,Í9.1,7.23,,
101,Í10.1,0.76,,
101,Í12,0.00,,
103,Í1.0,24.31,,
103,Í1.1,23.19,,
103,Í1.2,23.19,,
103,Í2,186.43,,
103,Í3,208.28,,
103,Í4,48.77,,
103,Í7,110.05,,
103,Í9.1,0.00,,
103,Í10.1,2.02,,
103,Í12,0.00,,
106,Í1.0,31.75,,
106,Í1.1,29.67,,
106,Í1.2,29.67,,
106,Í2,97.89,,
106,Í3,108.08,,
106,Í4,50.78,,
106,Í7,159.34,,
106,Í9.1,0.60,,
106,Í10.1,1.22,,
121,Í1.0,31.95,,
121,Í1.1,30.31,,
121,Í1.2,30.31,,
121,Í2,156.13,,
121,Í3,163.68,,
121,Í4,8.65,,
121,Í7,71.91,,
121,Í9.1,0.00,,
121,Í10.1,0.06,,
121,Í12,0.00,,
138,Í1.0,10.13,,
138,Í1.1,8.26,,
138,Í1.2,8.26,,
138,Í2,88.70,,
138,Í3,105.85,,
138,Í4,39.94,,
138,Í7,476.25,,
138,Í9.1,0.00,,
138,Í10.1,0.13,,
142,Í1.0,63.53,,
142,Í1.1,62.62,,
142,Í1.2,62.63,,
142,Í2,113.56,,
142,Í3,136.07,,
142,Í4,55.21,,
142,Í7,70.25,,
142,Í9.1,0.27,,
142,Í10.1,1.09,,
142,Í12,0.00,,
149,Í1.0,98.84,,
149,Í10.1,0.00,,
149,Í12,0.00,,
149,Í15,288.59,,
149,Í16.1,66.01,,
149,Í16.2,0.00,,
153,Í1.0,47.97,,
153,Í1.1,39.51,,
153,Í1.2,39.60,,
153,Í2,326.45,,
153,Í3,589.78,,
153,Í4,10.68,,
153,Í7,53.12,,
153,Í9.1,23.72,,
153,Í10.1,0.48,,
153,Í12,0.00,,
170,Í1.0,20.81,,
170,Í1.1,20.63,,
170,Í1.2,20.63,,
170,Í2,105.84,,
170,Í3,498.08,,
170,Í4,79.09,,
170,Í7,37.46,,
170,Í9.1,0.00,,
170,Í10.1,0.01,,
170,Í12,0.00,,
197,Í1.0,25.36,,
197,Í1.1,7.12,,
197,Í1.2,7.12,,
197,Í2,126.21,,
197,Í3,127.56,,
197,Í4,26.46,,
197,Í7,288.06,,
197,Í9.1,0.11,,
197,Í10.1,0.14,,
197,Í12,0.00,,
208,Í1.0,11.85,,
208,Í1.1,10.00,,
208,Í1.2,10.00,,
208,Í2,166.63,,
208,Í3,200.51,,
208,Í4,88.94,,
208,Í7,304.83,,
208,Í9.1,0.00,,
208,Í10.1,0.94,,
208,Í12,5.66,,
210,Í1.0,10.67,,
210,Í1.1,7.84,,
210,Í1.2,7.84,,
210,Í2,37.67,,
210,Í3,127.97,,
210,Í4,99.90,,
210,Í7,519.39,,
210,Í9.1,6.78,,
210,Í10.1,2.77,,
210,Í12,0.00,,
212,Í1.0,11.23,,
212,Í1.1,9.81,,
212,Í1.2,9.81,,
212,Í2,815.61,,
212,Í3,762.19,,
212,Í4,24.64,,
212,Í7,435.10,,
212,Í9.1,0.53,,
212,Í10.1,1.24,,
212,Í12,4.59,,
226,Í1.0,10.90,,
226,Í1.1,6.64,,
226,Í1.2,7.02,,
226,Í2,158.23,,
226,Í3,230.27,,
226,Í4,115.91,,
226,Í7,572.99,,
226,Í9.1,1.50,,
226,Í10.1,1.07,,
226,Í12,23.51,,
232,Í1.0,16.23,,
232,Í1.1,12.72,,
232,Í1.2,12.72,,
232,Í2,141.40,,
232,Í3,324.44,,
232,Í4,23.28,,
232,Í7,255.10,,
232,Í9.1,0.00,,
232,Í10.1,1.22,,
232,Í12,11.30,,
236,Í1.0,46.71,,
236,Í1.1,29.38,,
236,Í1.2,29.38,,
236,Í2,166.24,,
236,Í3,129.14,,
236,Í4,32.76,,
236,Í7,54.20,,
236,Í9.1,0.00,,
236,Í10.1,0.00,,
236,Í12,0.00,,
249,Í1.0,11.45,,
249,Í1.1,9.29,,
249,Í1.2,9.29,,
249,Í2,331.85,,
249,Í3,434.19,,
249,Í4,75.00,,
249,Í7,195.65,,
249,Í9.1,3.34,,
249,Í10.1,1.18,,
249,Í12,3.21,,
254,Í1.0,13.17,,
254,Í1.1,12.43,,
254,Í1.2,12.43,,
254,Í2,46.95,,
254,Í3,116.16,,
254,Í4,81.96,,
254,Í7,212.50,,
254,Í9.1,0.00,,
254,Í10.1,1.25,,
254,Í12,0.00,,
256,Í1.0,24.54,,
256,Í1.1,24.57,,
256,Í1.2,24.57,,
256,Í2,68.46,,
256,Í3,77.06,,
256,Í4,69.17,,
256,Í7,172.26,,
256,Í9.1,0.00,,
256,Í10.1,0.84,,
256,Í12,0.00,,
272,Í1.0,41.71,,
272,Í1.1,38.91,,
272,Í1.2,38.91,,
272,Í2,89.34,,
272,Í3,132.88,,
272,Í4,0.00,,
272,Í7,144.60,,
272,Í9.1,0.00,,
272,Í10.1,0.24,,
272,Í12,0.00,,
312,Í1.0,12.02,,
312,Í1.1,7.08,,
312,Í1.2,7.08,,
312,Í2,119.61,,
312,Í3,173.99,,
312,Í4,58.80,,
312,Í7,291.84,,
312,Í9.1,0.00,,
312,Í10.1,1.15,,
312,Í12,0.47,,
316,Í1.0,12.63,,
316,Í1.1,7.12,,
316,Í1.2,7.12,,
316,Í2,103.89,,
316,Í3,256.70,,
316,Í4,32.16,,
316,Í7,55.06,,
316,Í9.1,12.08,,
316,Í10.1,0.78,,
316,Í12,1.35,,
