REGN,C1_5
1,12/1/2012
1,12/2/2012
1,12/8/2012
1,12/9/2012
1,12/15/2012
1,12/16/2012
1,12/22/2012
1,12/23/2012
1,12/30/2012
1,12/31/2012
18,12/2/2012
18,12/9/2012
18,12/16/2012
18,12/23/2012
18,12/31/2012
21,12/2/2012
21,12/9/2012
21,12/16/2012
21,12/23/2012
21,12/31/2012
23,12/1/2012
23,12/2/2012
23,12/8/2012
23,12/9/2012
23,12/15/2012
23,12/16/2012
23,12/22/2012
23,12/23/2012
23,12/30/2012
23,12/31/2012
65,12/31/2012
67,12/1/2012
67,12/2/2012
67,12/8/2012
67,12/9/2012
67,12/15/2012
67,12/16/2012
67,12/22/2012
67,12/23/2012
67,12/30/2012
67,12/31/2012
77,12/1/2012
77,12/2/2012
77,12/8/2012
77,12/9/2012
77,12/15/2012
77,12/16/2012
77,12/22/2012
77,12/23/2012
77,12/30/2012
77,12/31/2012
85,12/1/2012
85,12/2/2012
85,12/8/2012
85,12/9/2012
85,12/15/2012
85,12/16/2012
85,12/22/2012
85,12/23/2012
85,12/30/2012
85,12/31/2012
96,12/2/2012
96,12/9/2012
96,12/16/2012
96,12/23/2012
96,12/31/2012
101,12/2/2012
101,12/9/2012
101,12/16/2012
101,12/23/2012
101,12/30/2012
103,12/1/2012
103,12/2/2012
103,12/8/2012
103,12/9/2012
103,12/15/2012
103,12/16/2012
103,12/22/2012
103,12/23/2012
103,12/30/2012
103,12/31/2012
106,12/2/2012
106,12/9/2012
106,12/16/2012
106,12/23/2012
142,12/1/2012
142,12/2/2012
142,12/8/2012
142,12/9/2012
142,12/15/2012
142,12/16/2012
142,12/22/2012
142,12/23/2012
142,12/30/2012
142,12/31/2012
149,12/1/2012
149,12/2/2012
149,12/8/2012
149,12/9/2012
149,12/15/2012
149,12/16/2012
149,12/22/2012
149,12/23/2012
149,12/30/2012
149,12/31/2012
155,12/1/2012
155,12/2/2012
155,12/8/2012
155,12/9/2012
155,12/15/2012
155,12/16/2012
155,12/22/2012
155,12/23/2012
155,12/30/2012
155,12/31/2012
170,12/1/2012
170,12/2/2012
170,12/8/2012
170,12/9/2012
170,12/15/2012
170,12/16/2012
170,12/22/2012
170,12/23/2012
170,12/30/2012
170,12/31/2012
184,12/1/2012
184,12/2/2012
184,12/8/2012
184,12/9/2012
184,12/15/2012
184,12/16/2012
184,12/22/2012
184,12/23/2012
184,12/30/2012
184,12/31/2012
197,12/1/2012
197,12/2/2012
197,12/8/2012
197,12/9/2012
197,12/15/2012
197,12/16/2012
197,12/22/2012
197,12/23/2012
197,12/30/2012
197,12/31/2012
208,12/1/2012
208,12/2/2012
208,12/8/2012
208,12/9/2012
208,12/15/2012
208,12/16/2012
208,12/22/2012
208,12/23/2012
208,12/30/2012
208,12/31/2012
226,12/30/2012
226,12/31/2012
232,12/1/2012
232,12/2/2012
232,12/8/2012
232,12/9/2012
232,12/15/2012
232,12/16/2012
232,12/22/2012
232,12/23/2012
232,12/30/2012
232,12/31/2012
236,12/1/2012
236,12/2/2012
236,12/8/2012
236,12/9/2012
236,12/15/2012
236,12/16/2012
236,12/22/2012
236,12/23/2012
236,12/30/2012
236,12/31/2012
249,12/2/2012
249,12/9/2012
249,12/16/2012
249,12/23/2012
249,12/30/2012
256,12/1/2012
256,12/2/2012
256,12/8/2012
256,12/9/2012
256,12/15/2012
256,12/16/2012
256,12/22/2012
256,12/23/2012
256,12/30/2012
256,12/31/2012
272,12/1/2012
272,12/2/2012
272,12/8/2012
272,12/9/2012
272,12/15/2012
272,12/16/2012
272,12/22/2012
272,12/23/2012
272,12/29/2012
272,12/30/2012
272,12/31/2012
282,12/1/2012
282,12/2/2012
282,12/8/2012
282,12/9/2012
282,12/15/2012
282,12/16/2012
282,12/22/2012
282,12/23/2012
282,12/31/2012
286,12/1/2012
286,12/2/2012
286,12/8/2012
286,12/9/2012
286,12/15/2012
286,12/16/2012
286,12/22/2012
286,12/23/2012
286,12/30/2012
286,12/31/2012
312,12/2/2012
312,12/9/2012
312,12/16/2012
312,12/23/2012
312,12/30/2012
312,12/31/2012
324,12/2/2012
324,12/9/2012
324,12/16/2012
324,12/23/2012
324,12/30/2012
324,12/31/2012
330,12/1/2012
330,12/2/2012
330,12/8/2012
330,12/9/2012
330,12/15/2012
330,12/16/2012
330,12/22/2012
330,12/23/2012
330,12/30/2012
347,12/1/2012
347,12/2/2012
347,12/8/2012
347,12/9/2012
347,12/15/2012
347,12/16/2012
347,12/22/2012
347,12/23/2012
347,12/30/2012
347,12/31/2012
356,12/1/2012
356,12/2/2012
356,12/8/2012
356,12/9/2012
356,12/15/2012
356,12/16/2012
356,12/22/2012
356,12/23/2012
356,12/30/2012
356,12/31/2012
370,12/1/2012
370,12/2/2012
370,12/8/2012
370,12/9/2012
370,12/15/2012
370,12/16/2012
370,12/22/2012
370,12/23/2012
370,12/30/2012
370,12/31/2012
384,12/30/2012
384,12/31/2012
385,12/1/2012
385,12/2/2012
385,12/8/2012
385,12/9/2012
385,12/15/2012
385,12/16/2012
385,12/22/2012
385,12/23/2012
385,12/30/2012
385,12/31/2012
404,12/2/2012
404,12/9/2012
404,12/16/2012
404,12/23/2012
404,12/30/2012
404,12/31/2012
410,12/2/2012
410,12/9/2012
410,12/16/2012
410,12/23/2012
410,12/30/2012
410,12/31/2012
430,12/1/2012
430,12/2/2012
430,12/8/2012
430,12/9/2012
430,12/15/2012
430,12/16/2012
430,12/22/2012
430,12/23/2012
430,12/30/2012
436,12/1/2012
436,12/2/2012
436,12/8/2012
436,12/9/2012
436,12/15/2012
436,12/16/2012
436,12/22/2012
436,12/23/2012
436,12/30/2012
436,12/31/2012
438,12/1/2012
438,12/2/2012
438,12/8/2012
438,12/9/2012
438,12/15/2012
438,12/16/2012
438,12/22/2012
438,12/23/2012
438,12/30/2012
438,12/31/2012
444,12/2/2012
444,12/9/2012
444,12/16/2012
444,12/23/2012
444,12/31/2012
456,12/2/2012
456,12/9/2012
456,12/16/2012
456,12/23/2012
456,12/30/2012
456,12/31/2012
466,12/1/2012
466,12/2/2012
466,12/8/2012
466,12/9/2012
466,12/15/2012
466,12/16/2012
466,12/22/2012
466,12/23/2012
466,12/30/2012
466,12/31/2012
467,12/2/2012
467,12/9/2012
467,12/16/2012
467,12/23/2012
467,12/30/2012
467,12/31/2012
469,12/2/2012
469,12/9/2012
469,12/16/2012
469,12/23/2012
469,12/31/2012
474,12/2/2012
474,12/9/2012
474,12/16/2012
474,12/23/2012
474,12/31/2012
478,12/1/2012
478,12/2/2012
478,12/8/2012
478,12/9/2012
