REGN,C1_5
1,1/1/2015
1,1/2/2015
1,1/3/2015
1,1/4/2015
1,1/5/2015
1,1/6/2015
1,1/7/2015
1,1/8/2015
1,1/9/2015
1,1/10/2015
1,1/11/2015
1,1/17/2015
1,1/18/2015
1,1/24/2015
1,1/25/2015
1,1/31/2015
5,1/1/2015
5,1/2/2015
5,1/3/2015
5,1/4/2015
5,1/5/2015
5,1/6/2015
5,1/7/2015
5,1/8/2015
5,1/9/2015
5,1/10/2015
5,1/11/2015
21,1/1/2015
21,1/2/2015
21,1/3/2015
21,1/4/2015
21,1/7/2015
21,1/8/2015
21,1/11/2015
21,1/18/2015
21,1/25/2015
23,1/1/2015
23,1/2/2015
23,1/3/2015
23,1/4/2015
23,1/5/2015
23,1/6/2015
23,1/7/2015
23,1/8/2015
23,1/9/2015
23,1/10/2015
23,1/11/2015
23,1/17/2015
23,1/18/2015
23,1/24/2015
23,1/25/2015
23,1/31/2015
55,1/1/2015
55,1/2/2015
55,1/3/2015
55,1/4/2015
55,1/5/2015
55,1/6/2015
55,1/7/2015
55,1/8/2015
55,1/10/2015
55,1/11/2015
55,1/17/2015
55,1/18/2015
55,1/24/2015
55,1/25/2015
65,1/1/2015
65,1/2/2015
65,1/3/2015
65,1/4/2015
65,1/5/2015
65,1/7/2015
65,1/8/2015
65,1/9/2015
65,1/10/2015
65,1/11/2015
67,1/1/2015
67,1/2/2015
67,1/3/2015
67,1/4/2015
67,1/5/2015
67,1/6/2015
67,1/7/2015
67,1/8/2015
67,1/9/2015
67,1/10/2015
67,1/11/2015
67,1/17/2015
67,1/18/2015
67,1/24/2015
67,1/25/2015
67,1/31/2015
77,1/1/2015
77,1/2/2015
77,1/3/2015
77,1/4/2015
77,1/5/2015
77,1/6/2015
77,1/7/2015
77,1/8/2015
77,1/9/2015
77,1/10/2015
77,1/11/2015
77,1/17/2015
77,1/18/2015
77,1/24/2015
77,1/25/2015
77,1/31/2015
85,1/1/2015
85,1/2/2015
85,1/3/2015
85,1/4/2015
85,1/5/2015
85,1/6/2015
85,1/7/2015
85,1/8/2015
85,1/9/2015
85,1/10/2015
85,1/11/2015
85,1/17/2015
85,1/18/2015
85,1/24/2015
85,1/25/2015
85,1/31/2015
96,1/1/2015
96,1/2/2015
96,1/4/2015
96,1/5/2015
96,1/7/2015
96,1/8/2015
96,1/10/2015
96,1/11/2015
96,1/18/2015
96,1/25/2015
103,1/1/2015
103,1/2/2015
103,1/3/2015
103,1/4/2015
103,1/5/2015
103,1/6/2015
103,1/7/2015
103,1/8/2015
103,1/9/2015
103,1/10/2015
103,1/11/2015
103,1/17/2015
103,1/18/2015
103,1/24/2015
103,1/25/2015
103,1/31/2015
106,1/1/2015
106,1/2/2015
106,1/3/2015
106,1/4/2015
106,1/5/2015
106,1/6/2015
106,1/7/2015
106,1/8/2015
106,1/9/2015
106,1/10/2015
106,1/11/2015
106,1/18/2015
106,1/25/2015
142,1/1/2015
142,1/2/2015
142,1/3/2015
142,1/4/2015
142,1/5/2015
142,1/6/2015
142,1/7/2015
142,1/8/2015
142,1/9/2015
153,1/1/2015
153,1/2/2015
153,1/3/2015
153,1/4/2015
153,1/5/2015
153,1/6/2015
153,1/7/2015
153,1/8/2015
153,1/9/2015
153,1/10/2015
153,1/11/2015
