REGN,C1_5
1,12/1/2013
1,12/7/2013
1,12/8/2013
1,12/14/2013
1,12/15/2013
1,12/21/2013
1,12/22/2013
1,12/28/2013
1,12/29/2013
18,12/1/2013
18,12/8/2013
18,12/15/2013
18,12/22/2013
18,12/29/2013
21,12/1/2013
21,12/8/2013
21,12/15/2013
21,12/22/2013
21,12/29/2013
23,12/1/2013
23,12/7/2013
23,12/8/2013
23,12/14/2013
23,12/15/2013
23,12/21/2013
23,12/22/2013
23,12/28/2013
23,12/29/2013
67,12/1/2013
67,12/7/2013
67,12/8/2013
67,12/14/2013
67,12/15/2013
67,12/21/2013
67,12/22/2013
67,12/28/2013
67,12/29/2013
77,12/1/2013
77,12/7/2013
77,12/8/2013
77,12/14/2013
77,12/15/2013
77,12/21/2013
77,12/22/2013
77,12/28/2013
77,12/29/2013
85,12/1/2013
85,12/7/2013
85,12/8/2013
85,12/14/2013
85,12/15/2013
85,12/21/2013
85,12/22/2013
85,12/28/2013
85,12/29/2013
96,12/1/2013
96,12/8/2013
96,12/15/2013
96,12/22/2013
96,12/29/2013
103,12/1/2013
103,12/7/2013
103,12/8/2013
103,12/14/2013
103,12/15/2013
103,12/21/2013
103,12/22/2013
103,12/28/2013
103,12/29/2013
106,12/1/2013
106,12/7/2013
106,12/8/2013
106,12/15/2013
106,12/22/2013
106,12/29/2013
142,12/1/2013
142,12/7/2013
142,12/8/2013
142,12/14/2013
142,12/15/2013
142,12/21/2013
142,12/22/2013
142,12/28/2013
142,12/29/2013
149,12/1/2013
149,12/7/2013
149,12/8/2013
149,12/14/2013
149,12/15/2013
149,12/21/2013
149,12/22/2013
149,12/28/2013
149,12/29/2013
153,12/1/2013
153,12/8/2013
153,12/15/2013
153,12/22/2013
153,12/29/2013
170,12/1/2013
170,12/7/2013
170,12/8/2013
170,12/14/2013
170,12/15/2013
170,12/21/2013
170,12/22/2013
170,12/28/2013
170,12/29/2013
184,12/1/2013
184,12/7/2013
184,12/8/2013
184,12/14/2013
184,12/15/2013
184,12/21/2013
184,12/22/2013
184,12/28/2013
184,12/29/2013
197,12/1/2013
197,12/7/2013
197,12/8/2013
197,12/14/2013
197,12/15/2013
197,12/21/2013
197,12/22/2013
197,12/28/2013
197,12/29/2013
208,12/8/2013
208,12/15/2013
208,12/22/2013
208,12/29/2013
232,12/8/2013
232,12/15/2013
232,12/22/2013
232,12/29/2013
236,12/1/2013
236,12/8/2013
236,12/15/2013
236,12/22/2013
236,12/29/2013
249,12/1/2013
249,12/8/2013
249,12/15/2013
249,12/22/2013
249,12/29/2013
256,12/1/2013
256,12/7/2013
256,12/8/2013
256,12/14/2013
256,12/15/2013
256,12/21/2013
256,12/22/2013
256,12/28/2013
256,12/29/2013
272,12/1/2013
272,12/7/2013
272,12/8/2013
272,12/14/2013
272,12/15/2013
272,12/21/2013
272,12/22/2013
272,12/28/2013
272,12/29/2013
286,12/1/2013
286,12/7/2013
286,12/8/2013
286,12/14/2013
286,12/15/2013
286,12/21/2013
286,12/22/2013
286,12/28/2013
286,12/29/2013
312,12/1/2013
312,12/8/2013
312,12/15/2013
312,12/22/2013
312,12/29/2013
324,12/1/2013
324,12/8/2013
324,12/15/2013
324,12/22/2013
324,12/29/2013
330,12/1/2013
330,12/7/2013
330,12/8/2013
330,12/14/2013
330,12/15/2013
330,12/21/2013
330,12/22/2013
330,12/28/2013
330,12/29/2013
347,12/1/2013
347,12/7/2013
347,12/8/2013
347,12/14/2013
347,12/15/2013
347,12/21/2013
347,12/22/2013
347,12/28/2013
347,12/29/2013
354,12/1/2013
354,12/7/2013
354,12/8/2013
354,12/14/2013
